ban1,ban2,ban3,ban4,ban5,champion,league,player,position,side,split,team,url,week,a,airdrakes,ckpm,csat10,csat15,csdat10,csdat15,cspm,d,date,dmgshare,dmgtochamps,dmgtochampsperminute,doubles,earnedgoldshare,earnedgpm,earthdrakes,elders,elementals,fb,fbaron,fbarontime,fbassist,fbtime,fbvictim,fd,fdtime,firedrakes,firstmidouter,firsttothreetowers,ft,fttime,game,gameid,gamelength,gdat10,gdat15,goldat10,goldat15,goldspent,gspd,heraldkills,invisiblewardclearrate,k,kpm,minionkills,monsterkills,monsterkillsenemyjungle,monsterkillsownjungle,okpm,oppbaronkills,oppcsat10,oppcsat15,oppdragkills,oppelders,oppelementals,oppgoldat10,oppgoldat15,oppheraldkills,opptowerkills,oppxpat10,patchno,pentas,playerid,quadras,result,teambaronkills,teamdeaths,teamdragkills,teamkills,teamtowerkills,totalgold,triples,visiblewardclearrate,visionwardbuys,visionwards,wardkills,wards,wardshare,waterdrakes,wcpm,wpm,xpat10,xpdat10
Pyke,Ezreal,Qiyana,Vladimir,Lee Sin,Rakan,WC,Slow,Support,Blue,2019-W,Isurus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,4,0,"0,354223433",3,5,-8,-16,"0,435967302",2,"43746,357280093","0,072124756",3182,"86,702997275",0,"0,094597174","101,016893733",0,0,0,0,0,"30,430816667",0,"7,724166667",0,0,"8,573483333",0,0,0,0,"12,3797",4,1070996,"36,7",-3,-127,2066,3297,8345,"0,026715240",0,,0,0,16,0,0,0,0,1,11,21,3,0,0,2069,3424,1,10,2306,"9,19",0,5,0,0,0,6,3,7,3,8475,0,,24,22,15,60,"0,472440945",0,"0,408719346","1,634877384",2332,26
Pantheon,Gragas,Akali,Elise,Nocturne,Tristana,WC,3z,Top,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,1,0,"0,354223433",88,125,23,30,"9,373297003",3,"43746,357280093","0,315007085",12227,"333,160762943",0,"0,222612906","268,564577657",0,0,0,0,1,"30,430816667",0,"7,724166667",0,0,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",415,223,3343,5100,13400,"-0,168022421",1,,1,"0,027247956",306,38,4,25,"0,136239782",0,65,95,3,0,0,2928,4877,0,3,4552,"9,19",0,6,0,1,1,7,3,6,10,14624,0,,8,6,11,18,"0,156521739",0,"0,299727520","0,490463215",4795,243
Pantheon,Gragas,Akali,Elise,Nocturne,Jarvan IV,WC,Crash,Jungle,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,3,2,"0,354223433",65,89,4,7,"5,395095368",3,"43746,357280093","0,069251578",2688,"73,242506812",0,"0,176086151","212,433787466",1,0,3,0,1,"30,430816667",1,"7,724166667",0,1,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",616,1272,3770,5783,12000,"0,256169213",1,,2,"0,054495913",37,161,26,74,0,0,61,82,3,1,2,3154,4511,0,3,3426,"9,19",0,7,0,1,1,7,3,6,10,12564,0,,12,9,26,11,"0,095652174",0,"0,708446866","0,299727520",3526,100
Pantheon,Gragas,Akali,Elise,Nocturne,Syndra,WC,M1ssion,Middle,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,2,0,"0,354223433",92,160,8,3,"10,681198910",0,"43746,357280093","0,267422388",10380,"282,833787466",0,"0,264509572","319,109536785",0,0,0,0,1,"30,430816667",0,"7,724166667",0,0,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",176,296,3399,6048,15725,"0,108403446",1,,1,"0,027247956",347,45,9,31,"0,027247956",0,84,157,3,0,0,3223,5752,0,3,4694,"9,19",0,8,0,1,1,7,3,6,10,16479,0,,5,5,9,17,"0,147826087",0,"0,245231608","0,463215259",4756,62
Pantheon,Gragas,Akali,Elise,Nocturne,Veigar,WC,Unified,ADC,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,3,0,"0,354223433",82,128,-7,-12,"9,046321526",0,"43746,357280093","0,271106531",10523,"286,730245232",0,"0,231353612","279,109536785",0,0,0,1,1,"30,430816667",0,"7,724166667",0,0,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",613,1342,3884,6251,14275,"0,114814815",1,,2,"0,054495913",318,14,5,5,"0,027247956",0,89,140,3,0,0,3271,4909,0,3,3543,"9,19",0,9,0,1,1,7,3,6,10,15011,0,,1,1,7,16,"0,139130435",0,"0,190735695","0,435967302",3756,213
Pantheon,Gragas,Akali,Elise,Nocturne,Nautilus,WC,Kaiwing,Support,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,3,0,"0,354223433",11,21,8,16,"2,234332425",1,"43746,357280093","0,077212418",2997,"81,662125341",0,"0,105437758","127,202179837",0,0,0,0,1,"30,430816667",1,"7,724166667",0,0,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",3,127,2069,3424,8125,"-0,026715240",1,,0,0,82,0,0,0,0,0,3,5,3,0,0,2066,3297,0,3,2332,"9,19",0,10,0,1,1,7,3,6,10,9436,0,,15,13,11,53,"0,460869565",0,"0,299727520","1,444141689",2306,-26
Pyke,Ezreal,Qiyana,Vladimir,Lee Sin,,WC,Team,Team,Blue,2019-W,Isurus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,14,1,"0,354223433",302,479,-36,-44,"32,043596730",6,"43746,357280093",,44118,"1202,125340599",,,"1067,863760218",0,1,2,0,0,"30,430816667",0,"7,724166667",1,0,"8,573483333",1,0,0,0,"12,3797",4,1070996,"36,7",-1823,-3260,14642,23346,60311,"-0,051907361",0,"0,394366197",7,"0,190735695",967,209,16,152,"0,163487738",1,338,523,3,0,3,16465,26606,1,10,19139,"9,19",,100,,0,0,6,3,7,3,63029,,"0,545454545",49,44,52,127,1,0,"1,416893733","3,460490463",18547,-592
Pantheon,Gragas,Akali,Elise,Nocturne,,WC,Team,Team,Red,2019-W,Hong Kong Attitude,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070996?gameHash=997c81ff2a1f4f9d,PI-KO,12,2,"0,354223433",338,523,36,44,"36,730245232",7,"43746,357280093",,38815,"1057,629427793",,,"1206,419618529",1,0,3,1,1,"30,430816667",1,"7,724166667",0,1,"8,573483333",0,1,1,1,"12,3797",4,1070996,"36,7",1823,3260,16465,26606,63525,"0,051907361",1,"0,392857143",6,"0,163487738",1090,258,44,135,"0,190735695",0,302,479,3,1,2,14642,23346,0,3,18547,"9,19",,200,,1,1,7,3,6,10,68114,,"0,557692308",41,34,64,115,1,0,"1,743869210","3,133514986",19139,592
Gnar,Qiyana,Xayah,Jinx,LeBlanc,Gangplank,WC,BOSS,Top,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,10,0,"1,054172767",68,107,-6,-14,"6,083455344",5,"43746,401770833","0,248210239",33076,"726,412884334",0,"0,212149664","271,737628111",0,0,0,0,0,"20,386916667",0,"4,017066667",1,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-233,-191,3417,5401,17808,"0,106956933",1,,4,"0,087847731",272,5,0,1,"0,131771596",2,74,121,4,0,0,3650,5592,0,6,4771,"9,19",0,1,0,1,2,26,3,22,11,18222,0,,8,7,12,24,"0,142011834",0,"0,263543192","0,527086384",4362,-409
Gnar,Qiyana,Xayah,Jinx,LeBlanc,Kha'zix,WC,AHaHaCiK,Jungle,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,9,0,"1,054172767",52,85,-15,-4,"4,084919473",8,"43746,401770833","0,129253028",17224,"378,272327965",0,"0,165289613","211,715666179",0,1,0,0,0,"20,386916667",0,"4,017066667",0,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-1172,-388,3155,5211,14350,"-0,008673027",1,,4,"0,087847731",41,145,25,88,"0,087847731",2,67,89,4,0,4,4327,5599,0,6,4111,"9,19",0,2,0,1,2,26,3,22,11,15489,0,,13,13,20,43,"0,254437870",0,"0,439238653","0,944363104",3256,-855
Gnar,Qiyana,Xayah,Jinx,LeBlanc,Kayle,WC,Nomanz,Middle,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,13,0,"1,054172767",79,117,-9,-23,"9,531478770",2,"43746,401770833","0,267856339",35694,"783,909224012",0,"0,261410157","334,834260615",0,0,0,0,0,"20,386916667",0,"4,017066667",0,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-741,-1403,3176,4985,22525,"0,161967606",1,,3,"0,065885798",386,48,9,27,"0,219619327",2,88,140,4,0,0,3917,6388,0,6,4851,"9,19",0,3,0,1,2,26,3,22,11,21095,0,,3,2,26,24,"0,142011834",0,"0,571010249","0,527086384",4831,-20
Gnar,Qiyana,Xayah,Jinx,LeBlanc,Kai'Sa,WC,Innaxe,ADC,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,7,0,"1,054172767",88,127,-9,-16,"7,401171303",7,"43746,401770833","0,267766288",35682,"783,645680820",1,"0,259386927","332,242752562",1,1,1,0,0,"20,386916667",0,"4,017066667",0,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-537,525,3320,6224,18075,"-0,211856652",1,,10,"0,219619327",258,79,12,38,"0,109809663",2,97,143,4,0,0,3857,5699,0,6,3418,"9,19",0,4,0,1,2,26,3,22,11,20977,0,,3,3,5,15,"0,088757396",0,"0,109809663","0,329428990",3327,-91
Gnar,Qiyana,Xayah,Jinx,LeBlanc,Morgana,WC,Edward,Support,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,15,0,"1,054172767",1,3,-2,-7,"0,329428990",4,"43746,401770833","0,086914106",11582,"254,363103953",0,"0,101763639","130,346705710",0,0,0,0,0,"20,386916667",0,"4,017066667",0,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-331,-102,1881,3308,10975,"-0,051054384",1,,1,"0,021961933",15,0,0,0,"0,021961933",2,3,10,4,0,0,2212,3410,0,6,3354,"9,19",0,5,0,1,2,26,3,22,11,11784,0,,15,15,9,63,"0,372781065",0,"0,197657394","1,383601757",2765,-589
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Cho'gath,WC,Vizicsacsi,Top,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,7,0,"1,054172767",74,121,6,14,"5,951683748",5,"43746,401770833","0,197355122",18550,"407,393850659",0,"0,187110543","233,370131772",0,0,0,0,1,"20,386916667",1,"4,017066667",0,0,"8,21435",0,1,1,0,"12,582983333",1,1071000,"45,533333333",233,191,3650,5592,16000,"-0,106956933",0,,6,"0,131771596",258,13,0,2,"0,087847731",2,68,107,3,0,0,3417,5401,1,11,4362,"9,19",0,6,0,0,2,22,4,26,6,16475,0,,18,16,13,31,"0,189024390",0,"0,285505124","0,680819912",4771,409
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Nocturne,WC,Xerxe,Jungle,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,12,0,"1,054172767",67,89,15,4,"4,963396779",5,"43746,401770833","0,141585012",13308,"292,269399707",0,"0,173393484","216,261786237",1,0,4,1,1,"20,386916667",0,"4,017066667",0,1,"8,21435",2,1,1,0,"12,582983333",1,1071000,"45,533333333",1172,388,4327,5599,14475,"0,008673027",0,,4,"0,087847731",78,148,12,84,"0,087847731",2,52,85,3,1,0,3155,5211,1,11,3256,"9,19",0,7,0,0,2,22,4,26,6,15696,0,,14,12,24,14,"0,085365854",1,"0,527086384","0,307467057",4111,855
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Akali,WC,Humanoid,Middle,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,4,0,"1,054172767",88,140,9,23,"8,060029283",8,"43746,401770833","0,307373953",28891,"634,502196193",1,"0,253635637","316,342313324",0,0,0,0,1,"20,386916667",0,"4,017066667",0,0,"8,21435",0,1,1,0,"12,582983333",1,1071000,"45,533333333",741,1403,3917,6388,19150,"-0,161967606",0,,10,"0,219619327",346,21,3,16,"0,065885798",2,79,117,3,0,0,3176,4985,1,11,4831,"9,19",0,8,0,0,2,22,4,26,6,20253,0,,8,8,6,25,"0,152439024",0,"0,131771596","0,549048316",4851,20
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Jhin,WC,Kobbe,ADC,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,10,0,"1,054172767",97,143,9,16,"11,024890190",0,"43746,401770833","0,301628845",28351,"622,642752562",0,"0,285331023","355,873792094",0,0,0,0,1,"20,386916667",0,"4,017066667",0,0,"8,21435",0,1,1,0,"12,582983333",1,1071000,"45,533333333",537,-525,3857,5699,22358,"0,211856652",0,,5,"0,109809663",441,61,13,44,"0,219619327",2,88,127,3,1,1,3320,6224,1,11,3327,"9,19",0,9,0,0,2,22,4,26,6,22053,0,,1,1,14,12,"0,073170732",0,"0,307467057","0,263543192",3418,91
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Thresh,WC,Norskeren,Support,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,12,0,"1,054172767",3,10,2,7,"0,505124451",4,"43746,401770833","0,052057068",4893,"107,459736457",0,"0,100529313","125,383308931",0,0,0,0,1,"20,386916667",0,"4,017066667",0,0,"8,21435",0,1,1,0,"12,582983333",1,1071000,"45,533333333",331,102,2212,3410,11550,"0,051054384",0,,1,"0,021961933",23,0,0,0,"0,021961933",2,1,3,3,0,0,1881,3308,1,11,2765,"9,19",0,10,0,0,2,22,4,26,6,11558,0,,22,22,20,82,"0,5",0,"0,439238653","1,800878477",3354,589
Gnar,Qiyana,Xayah,Jinx,LeBlanc,,WC,Team,Team,Blue,2019-W,Unicorns of Love,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,54,0,"1,054172767",288,439,-41,-64,"27,430453880",26,"43746,401770833",,133258,"2926,603221083",,,"1280,877013177",1,2,1,0,0,"20,386916667",0,"4,017066667",1,0,"8,21435",0,0,0,1,"12,582983333",1,1071000,"45,533333333",-3014,-1559,14949,25129,83733,"0,002391401",1,"0,319587629",22,"0,483162518",972,277,46,154,"0,571010249",2,329,503,4,0,4,17963,26688,0,6,20505,"9,19",,100,,1,2,26,3,22,11,87567,,"0,611940299",42,40,72,169,1,0,"1,581259151","3,711566618",18541,-1964
Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,,WC,Team,Team,Red,2019-W,Splyce,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071000?gameHash=005cc17c97954f69&tab=overview,PI-KO,45,0,"1,054172767",329,503,41,64,"30,505124451",22,"43746,401770833",,93993,"2064,267935578",,,"1247,231332357",1,0,4,1,1,"20,386916667",1,"4,017066667",0,1,"8,21435",2,1,1,0,"12,582983333",1,1071000,"45,533333333",3014,1559,17963,26688,83533,"-0,002391401",0,"0,325581395",26,"0,571010249",1146,243,28,146,"0,483162518",2,288,439,3,2,1,14949,25129,1,11,18541,"9,19",,200,,0,2,22,4,26,6,86035,,"0,641509434",63,59,77,164,1,1,"1,691068814","3,601756955",20505,1964
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Kennen,WC,Vizicsacsi,Top,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,10,0,"1,108764520",95,150,27,48,"7,602956705",1,"43746,449907407","0,259696124",20938,"663,294614572",0,"0,222711136","310,030834213",0,0,0,0,1,"22,567633333",0,"3,858383333",0,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",470,514,3427,5578,13350,"0,077821012",1,,5,"0,158394931",231,9,1,0,"0,190073918",0,68,102,2,0,0,2957,5064,0,2,4817,"9,19",0,1,0,1,2,10,2,25,10,13926,0,,8,8,5,18,"0,160714286",0,"0,158394931","0,570221753",4905,88
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Qiyana,WC,Xerxe,Jungle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,8,1,"1,108764520",57,80,0,-2,"4,149947202",1,"43746,449907407","0,155981395",12576,"398,394931362",0,"0,165819512","230,833368532",0,0,2,0,1,"22,567633333",0,"3,858383333",0,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",207,164,3419,4942,11125,"0,317708333",1,,5,"0,158394931",25,106,6,66,0,0,57,82,2,0,2,3212,4778,0,2,3549,"9,19",0,2,0,1,2,10,2,25,10,11426,0,,10,8,19,34,"0,303571429",1,"0,601900739","1,077085533",3304,-245
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Cassiopeia,WC,Humanoid,Middle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,10,0,"1,108764520",83,123,6,-16,"8,933474129",4,"43746,449907407","0,339981395",27411,"868,352692714",1,"0,244238927","339,999155227",0,0,0,0,1,"22,567633333",0,"3,858383333",0,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",7,152,3586,5606,13275,"0,140438568",1,,6,"0,190073918",246,36,9,20,"0,031678986",0,77,139,2,0,0,3579,5454,0,2,4188,"9,19",0,3,0,1,2,10,2,25,10,14872,0,,5,4,3,14,"0,125",0,"0,095036959","0,443505808",4413,225
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Kai'Sa,WC,Kobbe,ADC,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,4,0,"1,108764520",92,143,18,25,"10,263991552",1,"43746,449907407","0,167789147",13528,"428,553326294",2,"0,266358390","370,791129884",0,0,0,0,1,"22,567633333",0,"3,858383333",0,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",380,376,3718,5409,13650,"0,197183099",1,,7,"0,221752904",285,39,8,17,"0,063357973",0,74,118,2,0,0,3338,5033,0,2,3043,"9,19",0,4,0,1,2,10,2,25,10,15844,1,,2,2,8,8,"0,071428571",0,"0,253431890","0,253431890",3675,632
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Nautilus,WC,Norskeren,Support,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,10,0,"1,108764520",14,26,13,21,"1,488912355",3,"43746,449907407","0,076551938",6172,"195,522703273",0,"0,100872035","140,421541711",0,0,0,0,1,"22,567633333",0,"3,858383333",1,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",55,206,2206,3458,6075,"-0,086614173",1,,2,"0,063357973",47,0,0,0,"0,031678986",0,1,5,2,0,0,2151,3252,0,2,2418,"9,19",0,5,0,1,2,10,2,25,10,8572,0,,13,13,9,38,"0,339285714",0,"0,285110876","1,203801478",2508,90
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Aatrox,WC,BOSS,Top,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,2,0,"1,108764520",68,102,-27,-48,"7,317845829",4,"43746,449907407","0,334985570",15206,"481,710665259",0,"0,295994063","283,040337909",0,0,0,0,0,"22,567633333",0,"3,858383333",0,0,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-470,-514,2957,5064,12350,"-0,077821012",0,,6,"0,190073918",215,16,0,16,"0,158394931",2,95,150,2,0,0,3427,5578,1,10,4905,"9,19",0,6,0,0,0,25,2,10,2,13074,0,,5,4,6,14,"0,153846154",0,"0,190073918","0,443505808",4817,-88
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Skarner,WC,AHaHaCiK,Jungle,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,8,0,"1,108764520",57,82,0,2,"3,706441394",5,"43746,449907407","0,109510277",4971,"157,476240760",0,"0,133762241","127,908342133",1,0,2,0,0,"22,567633333",1,"3,858383333",0,1,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-207,-164,3212,4778,8075,"-0,317708333",0,,0,0,15,102,4,68,"0,158394931",2,57,80,2,0,2,3419,4942,1,10,3304,"9,19",0,7,0,0,0,25,2,10,2,8177,0,,13,12,11,13,"0,142857143",1,"0,348468849","0,411826822",3549,245
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Corki,WC,Nomanz,Middle,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,5,0,"1,108764520",77,139,-6,16,"9,186906019",5,"43746,449907407","0,216465094",9826,"311,277719113",0,"0,254616170","243,473284055",0,0,0,0,0,"22,567633333",0,"3,858383333",0,0,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-7,-152,3579,5454,11533,"-0,140438568",0,,1,"0,031678986",274,16,4,9,"0,190073918",2,83,123,2,0,0,3586,5606,1,10,4413,"9,19",0,8,0,0,0,25,2,10,2,11825,0,,4,4,10,14,"0,153846154",0,"0,316789863","0,443505808",4188,-225
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Ashe,WC,Innaxe,ADC,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,4,0,"1,108764520",74,118,-18,-25,"8,394931362",4,"43746,449907407","0,236578327",10739,"340,200633580",0,"0,226191644","216,292713833",0,0,0,1,0,"22,567633333",0,"3,858383333",0,0,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-380,-376,3338,5033,11200,"-0,197183099",0,,2,"0,063357973",258,7,0,7,"0,221752904",2,92,143,2,0,0,3718,5409,1,10,3675,"9,19",0,9,0,0,0,25,2,10,2,10967,0,,4,4,14,12,"0,131868132",0,"0,443505808","0,380147835",3043,-632
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Thresh,WC,Edward,Support,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,6,0,"1,108764520",1,5,-13,-21,"0,285110876",7,"43746,449907407","0,102460732",4651,"147,338965153",0,"0,089435882","85,521858501",0,0,0,0,0,"22,567633333",1,"3,858383333",0,0,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-55,-206,2151,3252,6625,"0,086614173",0,,1,"0,031678986",9,0,0,0,"0,063357973",2,14,26,2,0,0,2206,3458,1,10,2508,"9,19",0,10,0,0,0,25,2,10,2,6839,0,,13,12,8,38,"0,417582418",0,"0,253431890","1,203801478",2418,-90
Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,,WC,Team,Team,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,42,1,"1,108764520",341,522,64,76,"32,439281943",10,"43746,449907407",,80625,"2554,118268215",,,"1392,076029567",0,0,2,0,1,"22,567633333",0,"3,858383333",1,0,"8,9305",0,1,1,1,"15,999516667",2,1071009,"31,566666667",1119,1412,16356,24993,57475,"0,143429861",1,"0,313725490",25,"0,791974657",834,190,24,103,"0,316789863",0,277,446,2,0,2,15237,23581,0,2,18015,"9,19",,100,,1,2,10,2,25,10,64640,,"0,7",38,35,44,112,1,1,"1,393875396","3,548046463",18805,790
Pantheon,Gangplank,Xayah,LeBlanc,Sivir,,WC,Team,Team,Red,2019-W,Unicorns of Love,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071009?gameHash=1389a515e574d3ee,PI-KO,25,0,"1,108764520",277,446,-64,-76,"28,891235480",25,"43746,449907407",,45393,"1438,004223865",,,"956,236536431",1,0,2,1,0,"22,567633333",1,"3,858383333",0,1,"8,9305",0,0,0,0,"15,999516667",2,1071009,"31,566666667",-1119,-1412,15237,23581,49783,"-0,143429861",0,"0,326923077",10,"0,316789863",771,141,8,100,"0,791974657",2,341,522,2,0,2,16356,24993,1,10,18805,"9,19",,200,,0,0,25,2,10,2,50882,,"0,540540541",39,36,49,91,1,1,"1,552270327","2,882787751",18015,-790
